,-5,-4,-3,-2,-1,+1,+2,+3,+4
P,1.34353555,-0.252452794,-0.850524037,0.218390093,-0.161219797,-2.344545027,-0.457830295,-0.588042705,-0.032826548
G,-0.286292784,0.106890216,-0.171477192,0.234885131,-1.624154778,1.191014173,-0.624262633,-0.509593738,0.191065193
A,-0.012783993,0.011512032,0.035847835,0.094219125,-0.530064066,0.314877847,-0.011004453,-0.34819829,-0.095454498
C,-0.498048243,-0.591417477,-0.630484693,-0.666923079,-1.186929867,-0.498551579,-0.406401397,-0.692511785,0.145644255
S,-0.195797157,0.145099319,-0.065606976,0.532321205,-1.421031568,0.430563498,0.473923752,-0.632838876,0.215459403
T,-0.350720591,0.046568526,0.067991736,0.178474892,0.67979129,0.528106806,0.417955405,-0.086876931,-0.130621364
V,-0.242956069,-0.291077455,-0.338461007,0.08849807,1.530744993,0.291513699,0.408392366,0.702516441,0.019787104
I,-0.14091576,-0.079937857,0.068437302,-0.0468456,1.686326948,-0.302663963,0.47392761,0.850738317,-0.196337183
L,-0.059409715,-0.308119158,-0.225782928,-0.252083936,0.932009054,-0.302663963,0.001751871,0.711834403,-0.051796637
M,-0.035320417,0.177554377,0.144690159,0.211807358,0.38150164,0.458211756,0.45550002,0.156901383,0.224764786
F,-0.043883423,-0.091571211,-0.068638443,-0.30201447,-0.091849446,0.002894285,0.427415623,1.311452516,0.386264649
Y,0.660484734,0.947281995,1.184107592,0.764486674,0.531531183,0.551393563,0.483048133,1.189002036,0.493918949
W,-0.19387201,0.011512032,-0.165497963,-0.67500989,-0.316545729,0.509647336,-0.023901816,0.712715461,0.183797191
H,-0.208546191,-0.021487264,-0.228587848,-0.105843194,-0.808893797,-0.589347233,-0.511221607,-0.175361552,-0.133429783
K,-0.079782181,-0.219651346,-0.460732465,-0.325399843,-1.355439908,-1.765185332,-0.768377257,-1.256481916,0.009692342
R,0.158124583,-0.092913056,-0.463389822,-0.307032778,-1.873782195,-1.094770531,-0.117322455,-0.50805327,0.147959125
Q,-0.025095457,0.023585025,0.132849144,0.15399272,-0.641645932,0.077353494,-0.023899092,-0.527248585,0.057063665
N,-0.118421735,-0.029173447,0.133728575,0.290870634,-1.321476557,-0.841559616,-0.643950934,-0.692511785,-0.068440666
D,0.138123398,0.331454304,0.577626602,0.112719307,-0.735472771,-0.037184204,-0.356746327,-1.169115319,-0.340802772
E,-0.049566241,0.285891039,0.741682869,0.052664879,-0.216382898,0.329474385,0.23562107,-0.435191466,-0.095454498
pT,-0.109406099,-0.636528486,-0.606031728,-0.651646864,-0.235249485,-0.624185317,-0.493211606,-1.978374737,-0.892024362
pY,-1.52142177,-0.326023249,-0.633474205,-0.755191166,-0.779357093,-0.419045669,-0.262244964,-1.740604518,-0.717171974
