,-5,-4,-3,-2,-1,+1,+2,+3,+4
P,0.024976786,-0.111810178,-0.328164055,0.05280159,-0.432473803,-2.174392813,-0.00515006,-0.186290985,0.070321292
G,0.16664729,-0.012627544,-0.051934959,0.150104797,-1.203826602,0.576024302,-0.565230132,-0.416120615,-0.093384148
A,0.063989734,-0.171000207,-0.162028131,0.012907218,-0.532058708,0.28236637,-0.035371714,-0.428609568,-0.279729622
C,-0.495324341,-0.216741865,-0.201238718,-0.122896104,-0.449148204,-0.029214123,-0.161828919,-0.171200533,-0.1523394
S,-0.110372556,-0.045079986,-0.130610742,0.208546864,-1.089257947,0.078302175,0.170626299,-0.598117122,-0.08573475
T,-0.172368155,-0.109833334,-0.029873509,-0.022604387,0.258961099,-0.1845114,0.122259088,-0.240317838,0.047173315
V,-0.184484325,-0.232164856,-0.367915509,-0.222148156,1.012592336,0.005740414,0.071942712,0.411605106,-0.0891095
I,-0.185603789,-0.273872378,-0.38592574,-0.264700825,1.213780207,-0.23448371,0.01776207,0.784356906,-0.110131682
L,-0.115658005,-0.280490734,-0.260650784,-0.345170518,0.59011688,-0.226515514,-0.045919469,0.73444506,-0.011153773
M,-0.178319895,-0.105911663,-0.18999328,-0.257453194,0.122136977,0.334282695,-0.006889694,0.104820249,0.035325216
F,-0.096986164,-0.218867644,-0.07071122,-0.455960999,-0.033871404,-0.351389698,-0.258899752,0.61157347,0.087699236
Y,0.472894123,0.425511887,0.723996505,0.373501358,0.262238201,0.482629759,0.268875426,0.858948756,0.318754142
W,-0.06589646,-0.000716264,0.003693791,-0.386696272,-0.475372689,0.250128553,-0.188630332,0.692106645,0.087474359
H,-0.12884005,0.087512014,0.005644828,0.018051951,-0.258911818,-0.220636208,-0.122464029,0.044230977,0.029665843
K,0.072047443,-0.161275131,-0.47362075,-0.285669476,-1.303455567,-1.186973185,-0.253608323,-0.450813733,0.31315779
R,-0.10569249,0.063793108,-0.284425134,-0.310831758,-1.143621548,-0.518489977,0.089694895,0.179187489,0.388569794
Q,0.103471248,0.095188552,0.169590987,0.107725095,-0.385013652,0.31774674,0.006974904,-0.455375224,0.115658674
N,0.14936883,0.069845519,0.269053521,0.348120714,-0.608766824,-0.377464742,-0.174327285,-0.394642834,0.040564613
D,0.249454558,0.355450253,0.412865007,0.452116843,-0.212897942,0.567587072,-0.25154447,-1.050929801,-0.438431907
E,0.30793835,0.284797512,0.489142357,0.258253759,0.277522972,0.454878615,0.212195613,-0.514231197,-0.154713086
pT,0.157160174,0.014225682,-0.115506462,0.166789954,0.940542192,-0.05904803,0.343624178,-1.107446374,-0.360029982
pY,-0.273901032,0.236984713,0.252654368,0.009690031,-0.32385814,-0.011994199,0.399038198,-1.143656518,-0.062136278
