 ,Area,Mean,Min,Max,X,Y
1,0.000,28,28,28,0.292,2.854
2,0.000,39,39,39,1.411,0.911
3,0.000,134,134,134,1.036,2.245
4,0.000,152,152,152,1.245,2.939
5,0.000,207,207,207,1.884,3.175
6,0.000,16,16,16,2.425,4.939
7,0.000,90,90,90,1.259,7.328
8,0.000,176,176,176,0.189,8.453
9,0.000,3,3,3,0.648,8.620
10,0.000,86,86,86,2.548,1.626
11,0.000,122,122,122,3.172,1.413
12,0.000,248,248,248,2.974,1.002
13,0.000,201,201,201,4.122,0.293
14,0.000,182,182,182,3.669,0.222
15,0.000,98,98,98,5.059,0.236
16,0.000,64,64,64,4.491,0.846
17,0.000,96,96,96,4.066,0.917
18,0.000,206,206,206,4.293,1.612
19,0.000,0,0,0,5.328,1.739
20,0.000,72,72,72,5.101,2.222
21,0.000,78,78,78,4.420,2.931
22,0.000,90,90,90,4.591,3.697
23,0.000,116,116,116,4.676,5.739
24,0.000,5,5,5,3.498,5.981
25,0.000,96,96,96,2.860,6.520
26,0.000,223,223,223,2.520,7.059
27,0.000,82,82,82,2.959,7.286
28,0.000,112,112,112,2.775,7.413
29,0.000,136,136,136,2.208,7.739
30,0.000,76,76,76,1.300,8.378
31,0.000,84,84,84,1.484,8.576
32,0.000,146,146,146,2.066,9.328
33,0.000,62,62,62,2.661,9.385
34,0.000,126,126,126,3.413,9.952
35,0.000,207,207,207,3.626,10.576
36,0.000,227,227,227,4.165,10.449
37,0.000,35,35,35,3.938,10.789
38,0.000,184,184,184,5.924,5.484
39,0.000,102,102,102,6.137,5.654
40,0.000,17,17,17,6.335,5.555
41,0.000,253,253,253,6.661,5.158
42,0.000,98,98,98,7.044,5.073
43,0.000,182,182,182,7.371,4.718
44,0.000,92,92,92,7.527,4.931
45,0.000,31,31,31,7.484,5.598
46,0.000,100,100,100,8.349,9.697
47,0.000,65,65,65,8.903,10.250
48,0.000,94,94,94,9.328,8.789
49,0.000,0,0,0,9.669,9.172
50,0.000,114,114,114,7.669,3.427
51,0.000,130,130,130,8.378,3.938
52,0.000,92,92,92,9.328,3.456
53,0.000,17,17,17,8.449,3.371
54,0.000,25,25,25,9.087,1.612
55,0.000,124,124,124,8.761,0.576
56,0.000,132,132,132,9.413,0.860
57,0.000,55,55,55,9.583,0.633
58,0.000,70,70,70,10.605,0.619
59,0.000,120,120,120,9.952,1.796
60,0.000,74,74,74,9.683,2.435
61,0.000,96,96,96,10.832,2.335
62,0.000,76,76,76,10.576,4.321
63,0.000,100,100,100,10.903,6.023
64,0.000,100,100,100,10.903,8.633
65,0.000,192,192,192,10.250,8.420
66,0.000,84,84,84,12.605,7.527
67,0.000,106,106,106,14.307,9.186
68,0.000,255,255,255,14.505,9.938
69,0.000,112,112,112,13.711,6.747
70,0.000,88,88,88,13.654,6.449
71,0.000,35,35,35,13.243,5.640
72,0.000,11,11,11,12.647,5.470
73,0.000,0,0,0,12.477,5.342
74,0.000,176,176,176,12.108,5.186
75,0.000,146,146,146,12.435,4.903
76,0.000,11,11,11,12.250,2.619
77,0.000,60,60,60,12.605,1.555
78,0.000,24,24,24,11.768,0.718
79,0.000,80,80,80,13.229,0.321
80,0.000,138,138,138,13.513,0.959
81,0.000,104,104,104,13.527,1.612
